declaration	historical_owner	destination_module	code	tier	disposition
NumStability.modifiedGramSchmidt_positiveDiagonalQR_of_det_ne_zero	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.momentPolynomial	NumStability.Algorithms.TestMatrices.Higham28Moments	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.Moments	S_GIN_FINEXP	source	relocated
NumStability.natCast_eq_alternating_sub_two_pairs	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	S_GIN_SIGNED	source	retained
NumStability.natDegree_complexMatrixCharpoly	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.GinibreRoots	S_GIN_ROOT	source	relocated
NumStability.natDegree_complexTuplePolynomial	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.GinibreRoots	S_GIN_ROOT	source	relocated
NumStability.neg_one_pow_rootRank_mul_abs_det	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	S_GIN_SIGNED	source	retained
NumStability.neg_two_mul_corollary31_product_mul_signedMoment_eq_closedForm_shift	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	S_GIN_SIGNED	source	retained
NumStability.norm_ginibreAffineFinEigenvector	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.normalizedOrthogonalHaar	NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalHaar	R_ORTHOGONAL	reusable	relocated
NumStability.normalizedOrthogonalHaar_isHaarMeasure	NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalHaar	R_ORTHOGONAL	reusable	relocated
NumStability.normalizedOrthogonalHaar_isMulRightInvariant	NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalHaar	R_ORTHOGONAL	reusable	relocated
NumStability.normalizedOrthogonalHaar_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalHaar	R_ORTHOGONAL	reusable	relocated
NumStability.normalizedOrthogonalHaar_map_inv	NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalHaar	R_ORTHOGONAL	reusable	relocated
NumStability.normalizedOrthogonalHaar_univ	NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalHaar	R_ORTHOGONAL	reusable	relocated
NumStability.ofReal_expectedRealEigenvalueCount_succ_eq_corollary31Factor_mul_momentLIntegral	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	S_GIN_PLANES	source	retained
NumStability.oneLargeSingularValues	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Hilbert.Basic	R_HILBERT	reusable	relocated
NumStability.oneLargeSingularValues_pos	NumStability.Algorithms.TestMatrices.Higham28RandsvdNorm	NumStability.Source.Higham.Chapter28.Section03.RandomSVD.RandsvdNorm	S_S03_RSVD	source	relocated
NumStability.oneSmallSingularValues	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Hilbert.Basic	R_HILBERT	reusable	relocated
NumStability.oneSmallSingularValues_pos	NumStability.Algorithms.TestMatrices.Higham28RandsvdNorm	NumStability.Source.Higham.Chapter28.Section03.RandomSVD.RandsvdNorm	S_S03_RSVD	source	relocated
NumStability.one_add_pow_card_ginibrePermutationFixedPoints	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.one_add_pow_card_ginibrePermutationFixedPoints_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreCharacteristicProduct	S_GIN_FINEXP	source	relocated
NumStability.one_le_companionExceptionalSquaredSingularValuePlus	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	S_S06_COMPANION	source	retained
NumStability.one_le_opNorm2_hilbertMatrix_succ	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.HilbertCondition	S_S01_HILBERT	source	relocated
NumStability.opNorm2_eq_of_orthogonal_eigenbasis_attained	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.ToeplitzCondition	S_S05_TOEPLITZ	source	relocated
NumStability.opNorm2_hilbertInverseFormula_log_rate	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	S_S01_HILBERT	source	retained
NumStability.opNorm2_hilbertInverseFormula_upper_delannoy	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.HilbertCondition	S_S01_HILBERT	source	relocated
NumStability.opNorm2_hilbertMatrix_log_rate_zero	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	S_S01_HILBERT	source	retained
NumStability.opNorm2_hilbertMatrix_succ_le	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.HilbertCondition	S_S01_HILBERT	source	relocated
NumStability.opNorm2_le_of_weighted_schur	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.opNorm2_matrix_mul_le	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.opNorm2_mul_transpose	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.opNorm2_pascalInverseMatrix_eq_inv_smallestEigenvalue	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	S_S04_PASCAL	source	retained
NumStability.opNorm2_pascalInverseMatrix_eq_pascalMatrix	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.opNorm2_pascalMatrix_le_nat_mul_four_pow	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalCondition	S_S04_PASCAL	source	relocated
NumStability.opNorm2_pascalOptimalSingularizingPerturbation	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	S_S04_PASCAL	source	retained
NumStability.opNorm2_randsvdMatrix_eq_of_attained_bound	NumStability.Algorithms.TestMatrices.Higham28RandsvdNorm	NumStability.Source.Higham.Chapter28.Section03.RandomSVD.RandsvdNorm	S_S03_RSVD	source	relocated
NumStability.opNorm2_secondDifferenceInverse_eq	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	S_S05_TOEPLITZ	source	retained
NumStability.opNorm2_secondDifference_eq	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	S_S05_TOEPLITZ	source	retained
NumStability.opNorm2_shiftedHilbert_le_pi	NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	R_HILBERT	reusable	relocated
NumStability.opNorm2_signedPascal_eq_pascalLower	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.opNorm2_transpose_eq	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.opNorm2_transpose_mul_self	NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalSpectral	S_S04_PASCAL	source	relocated
NumStability.orthogonalFirstColumn	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalFirstColumn_mul	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalFirstRow	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalFirstRow_eq_firstColumn_inv	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalFirstRow_mul_of_fixesFirstRow	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalFirstRow_orthogonalHaarFiberProducer	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalFirstRow_stewartFirstSection_of_ne_zero	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.StewartRawFiber	S_S03_STEWART	source	relocated
NumStability.orthogonalFirstRow_stewartRawFiberProducer_of_ne_zero	NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.StewartRawFiber	S_S03_STEWART	source	relocated
NumStability.orthogonalFirstRow_stewartSphereSection	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalFixesFirstColumn_of_firstRow	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalGroupContinuousSMulOrthogonalSphere	NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalSphere	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalGroupEuclideanLinearEquiv	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.orthogonalGroupEuclideanLinearEquiv_apply	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.orthogonalGroupEuclideanLinearIsometryEquiv	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.orthogonalGroupEuclideanLinearIsometryEquiv_apply	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.orthogonalGroupMulActionOrthogonalSphere	NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalSphere	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalGroupOfEuclideanLinearIsometryEquiv	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.orthogonalGroupOfEuclideanLinearIsometryEquiv_apply	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.orthogonalGroupSMulOrthogonalSphere	NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalSphere	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalGroup_action_pretransitive	NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalSphere	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalGroup_mulVec_gsNormalize	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.orthogonalGroup_mulVec_gsProjectAway	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.orthogonalHaarFiberMeasure	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalHaarFiberMeasure_eq_normalizedHaar	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	R_ORTHOGONAL	reusable	retained
NumStability.orthogonalHaarFiberMeasure_firstRow	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	R_ORTHOGONAL	reusable	retained
NumStability.orthogonalHaarFiberMeasure_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	R_ORTHOGONAL	reusable	retained
NumStability.orthogonalHaarFiberMeasure_left_invariant	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	R_ORTHOGONAL	reusable	retained
NumStability.orthogonalHaarFiberProducer	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalHaarFirstColumnMeasure	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalHaarFirstColumnMeasure_eq_standardGaussianDirection	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalHaarFirstColumnMeasure_invariant	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalHaarFirstColumnMeasure_isProbabilityMeasure	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalHaarFirstRowMeasure_eq_standardGaussianDirection	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalLeftActionColumns	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.orthogonalLeftMulMatrix	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.orthogonalLeftMulMatrix_gsColumnsToMatrix	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.GaussianQRHaar	S_S03_STEWART	source	relocated
NumStability.orthogonalSphereBase	NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability.Analysis.TestMatrices.Gaussian.GaussianDirection	R_GAUSSIAN	reusable	relocated
NumStability.orthogonalSphereNonempty	NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_mem	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_mul	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_one	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_succ_succ	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_succ_zero	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_transpose	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_zero_succ	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailBlockMatrix_zero_zero	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailEmbedding	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailEmbedding_extract	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailEmbedding_fixesFirstRow	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailExtract	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailExtractMatrix	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonalTailExtractMatrix_mem	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonal_firstRow_fiber_factorization	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.orthogonal_lastEntry_eq_affineScale	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.GinibreOrthogonalFiber	S_GIN_PLANES	source	relocated
NumStability.orthogonal_mul_inv_fixesFirstRow_of_firstRow_eq	NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	R_ORTHOGONAL	reusable	relocated
NumStability.pairwiseDisjoint_ginibreIncidenceRankPiece	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.GinibreIncidence	S_GIN_INC	source	relocated
NumStability.pairwiseDisjoint_ginibreIncidenceRankPieceBelow	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.GinibreTruncatedIncidence	S_GIN_INC	source	relocated
NumStability.pascalBidiagonalProduct	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalProductEntry	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalProductEntry_succ	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalProduct_apply	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalProduct_eq_pascalLower	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalProduct_isTotallyNonnegative	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalProduct_zero_apply	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalStep	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalStep_band	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalStep_isTotallyNonnegative	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalStep_mul_apply	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalBidiagonalStep_nonneg	NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	R_PASCAL	reusable	relocated
NumStability.pascalCentralBinomial_isEquivalent	NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Asymptotics.Asymptotics	S_GIN_ASYM	source	relocated
NumStability.pascalCentralBinomial_sq_isEquivalent	NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Asymptotics.Asymptotics	S_GIN_ASYM	source	relocated
NumStability.pascalConditionTwo	NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Asymptotics.Asymptotics	S_GIN_ASYM	source	relocated
NumStability.pascalConditionTwo_eq_opNorm2_sq	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalCondition	S_S04_PASCAL	source	relocated
NumStability.pascalConditionTwo_exponential_sandwich	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalCondition	S_S04_PASCAL	source	relocated
NumStability.pascalConditionTwo_log_rate	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalCondition	S_S04_PASCAL	source	relocated
NumStability.pascalFactorialRatio_eq_invCentralBinomial	NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Asymptotics.Asymptotics	S_GIN_ASYM	source	relocated
NumStability.pascalFactorialRatio_isEquivalent	NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Asymptotics.Asymptotics	S_GIN_ASYM	source	relocated
NumStability.pascalIdentityCubeRootCandidate	NumStability.Algorithms.TestMatrices.Higham28Pascal	NumStability.Source.Higham.Chapter28.Section04.Pascal.Pascal	S_S04_PASCAL	source	relocated
NumStability.pascalIdentityCubeRootCandidate_apply	NumStability.Algorithms.TestMatrices.Higham28Pascal	NumStability.Source.Higham.Chapter28.Section04.Pascal.Pascal	S_S04_PASCAL	source	relocated
NumStability.pascalIdentityCubeRootCandidate_cube	NumStability.Algorithms.TestMatrices.Higham28Pascal	NumStability.Algorithms.TestMatrices.Higham28Pascal	S_S04_PASCAL	source	retained
NumStability.pascalIdentityCubeRootCandidate_eq_smul	NumStability.Algorithms.TestMatrices.Higham28Pascal	NumStability.Source.Higham.Chapter28.Section04.Pascal.Pascal	S_S04_PASCAL	source	relocated
NumStability.pascalInverseCentralBinomial_isEquivalent	NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Asymptotics.Asymptotics	S_GIN_ASYM	source	relocated
