module	role	import	provenance
NumStability.Source.Higham.Chapter14.Problem15.SingularValueGuards.DeterminantSignAndRelativeBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Problem15.DeterminantPerturbation.MatrixInversion	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	Mathlib.Analysis.Asymptotics.Lemmas	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Algorithms.LinearSystems.Triangular.ForwardSubstitution	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Algorithms.MatVec	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Analysis.FirstOrder.MatrixFamilies.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Analysis.PerturbationTheory	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Problem05.InverseBasedSolve.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ForwardErrorEndpoint	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	Mathlib.Analysis.Asymptotics.Lemmas	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Algorithms.LinearSystems.Triangular.ForwardSubstitution	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Algorithms.MatrixInversion.Residuals.MatrixInversion	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Algorithms.MatrixInversion.Triangular.ErrorAnalysis.MatrixInversion	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Algorithms.MatVec	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Problem05.InverseBasedSolve.ForwardErrorEndpoint	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Problem05.InverseBasedSolve.MatrixInversion	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Problem12.ConditionNumberExamples.StressAndPeiMatrices	amendment-VariantA:dag-edge
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ForwardErrorEndpoint	frozen-B0009
NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ScaledPerturbationEndpoints.ForwardError	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1.ForwardErrorEndpoint	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockResidual.WholeMatrixBounds	canonical-destination(new)	NumStability.Analysis.Error.MatrixProducts.Contracts.MatrixInversion	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockResidual.WholeMatrixBounds	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockResidual.WholeMatrixBounds	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockResidual.WholeMatrixBounds	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockResidual.WholeMatrixBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockTriInverse	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockResidual.WholeMatrixBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.Method1BWhole	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	Mathlib.Algebra.BigOperators.Fin	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	Mathlib.Algebra.BigOperators.Group.Finset.Basic	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	Mathlib.Algebra.Order.BigOperators.Group.Finset	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	Mathlib.Data.Real.Basic	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	Mathlib.Tactic.Linarith	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	Mathlib.Tactic.LinearCombination	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	Mathlib.Tactic.Ring	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Problem12.ConditionNumberExamples.StressAndPeiMatrices	amendment-VariantA:dag-edge
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockTriInverse	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.Method2C	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Analysis.Error.MatrixProducts.Contracts.MatrixInversion	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method1B.BlockTriInverse	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2.Method2Loop	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.BlockResidual.LeftResidualBounds	frozen-B0009
NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.WholeMatrixResidual.LeftResidualBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2C.Method2CWhole	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Algorithms.LinearSystems.GaussJordan.ErrorAnalysis.GaussJordan	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Analysis.FirstOrder.MatrixFamilies.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.SecondStage.GaussJordanQConstruction	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	amendment-VariantA:dag-edge
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ForwardErrorEndpoint	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GaussJordanQConstruction	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEAsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Algorithms.LinearSystems.GaussJordan.ErrorAnalysis.GaussJordan	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Algorithms.LU.GaussianElimination	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Analysis.FirstOrder.MatrixFamilies.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Accumulation.GaussJordanAccumulation	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.SecondStage.GaussJordanQConstruction	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.SecondStage.GaussJordanStep	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEAsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEPrintedEnvelopeClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Algorithms.LinearSystems.GaussJordan.ErrorAnalysis.GaussJordan	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Algorithms.LU.GaussianElimination	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Analysis.FirstOrder.MatrixFamilies.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Accumulation.GaussJordanAccumulation	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Pivoting.GaussJordanPivoting	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.SecondStage.GaussJordanQConstruction	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEAsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEPrintedEnvelopeClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJETheorem145SourceClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Theorem05.PrintedTrace.VanishingEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.PrintedEnvelopes.CorrectionBounds	frozen-B0009
