module	path	wave_id	lane_id	inventory_source	frozen_proposed_tier	frozen_proposed_family	review_status
NumStability.Analysis.MatrixPowersLp185Primary	NumStability/Analysis/MatrixPowersLp185Primary.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerRational	NumStability/Analysis/MatrixPowersSpijkerRational.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.NilpotentJordanChain	NumStability/Analysis/NilpotentJordanChain.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.NumericalRadius	NumStability/Analysis/NumericalRadius.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.OperatorLog	NumStability/Analysis/OperatorLog.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.Problem2_10	NumStability/Analysis/Problem2_10.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_12	NumStability/Analysis/Problem2_12.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_13	NumStability/Analysis/Problem2_13.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_14	NumStability/Analysis/Problem2_14.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_17	NumStability/Analysis/Problem2_17.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_20	NumStability/Analysis/Problem2_20.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_24	NumStability/Analysis/Problem2_24.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_27	NumStability/Analysis/Problem2_27.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_3	NumStability/Analysis/Problem2_3.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.PseudospectralLowerBound	NumStability/Analysis/PseudospectralLowerBound.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.PseudospectralPowerBound	NumStability/Analysis/PseudospectralPowerBound.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.PseudospectralResolvent	NumStability/Analysis/PseudospectralResolvent.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.RealInvariantSubspace	NumStability/Analysis/RealInvariantSubspace.lean	R06	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.RealQuasiSchur	NumStability/Analysis/RealQuasiSchur.lean	R06	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.RealSchurTriangulation	NumStability/Analysis/RealSchurTriangulation.lean	R06	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.ResolventFunctionalCalculus	NumStability/Analysis/ResolventFunctionalCalculus.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.SchurTriangulation	NumStability/Analysis/SchurTriangulation.lean	R06	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.SpijkerProjectionIntegral	NumStability/Analysis/SpijkerProjectionIntegral.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.SylvesterSchurExistence	NumStability/Analysis/SylvesterSchurExistence.lean	R06	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch16	family_migration_required
