declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.fhtSylvesterScheduleRealizesSignPattern_zero	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterScheduleRealizesSignPattern_zero	19406
NumStability.fhtSylvesterScheduleStoredAddZeroRightPropagatedErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterScheduleStoredAddZeroRightPropagatedErrorBudget	4114
NumStability.fhtSylvesterScheduleStoredAddZeroRightPropagatedErrorBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterScheduleStoredAddZeroRightPropagatedErrorBudget_nonneg	4122
NumStability.fhtSylvesterStagePairs	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs	3620
NumStability.fhtSylvesterStagePairs_disjoint_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_disjoint_of_ne	3666
NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredAddZeroRight_commute_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredAddZeroRight_commute_of_ne	3745
NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredAddZeroRight_commute_schedule_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredAddZeroRight_commute_schedule_of_ne	3764
NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredMulOne_commute_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredMulOne_commute_of_ne	3784
NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredMulOne_commute_schedule_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredMulOne_commute_schedule_of_ne	3801
NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredSubZeroRight_commute_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredSubZeroRight_commute_of_ne	3820
NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredSubZeroRight_commute_schedule_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdateModifiedStoredSubZeroRight_commute_schedule_of_ne	3839
NumStability.fhtSylvesterStagePairs_flFhtPairUpdate_commute_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdate_commute_of_ne	3711
NumStability.fhtSylvesterStagePairs_flFhtPairUpdate_commute_schedule_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_flFhtPairUpdate_commute_schedule_of_ne	3727
NumStability.fhtSylvesterStagePairs_mem_lower_mk	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_mem_lower_mk	3642
NumStability.fhtSylvesterStagePairs_mem_upper_mk	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_mem_upper_mk	3652
NumStability.fhtSylvesterStagePairs_pairUpdateExact_commute_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_pairUpdateExact_commute_of_ne	3679
NumStability.fhtSylvesterStagePairs_pairUpdateExact_commute_schedule_of_ne	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStagePairs_pairUpdateExact_commute_schedule_of_ne	3694
NumStability.fhtSylvesterStageScheduleExact	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact	4405
NumStability.fhtSylvesterStageScheduleExact_apply_fst_of_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_apply_fst_of_mem	4423
NumStability.fhtSylvesterStageScheduleExact_apply_lower_mk	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_apply_lower_mk	4441
NumStability.fhtSylvesterStageScheduleExact_apply_lower_of_mod_lt	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_apply_lower_of_mod_lt	4475
NumStability.fhtSylvesterStageScheduleExact_apply_pair_of_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_apply_pair_of_mem	4410
NumStability.fhtSylvesterStageScheduleExact_apply_snd_of_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_apply_snd_of_mem	4432
NumStability.fhtSylvesterStageScheduleExact_apply_upper_mk	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_apply_upper_mk	4456
NumStability.fhtSylvesterStageScheduleExact_apply_upper_of_mod_ge	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_apply_upper_of_mod_ge	4490
NumStability.fhtSylvesterStageScheduleExact_partialUnscaledApply_eq_succ	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleExact_partialUnscaledApply_eq_succ	19358
NumStability.fhtSylvesterStageScheduleListExact	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListExact	4692
NumStability.fhtSylvesterStageScheduleListExact_append	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListExact_append	4723
NumStability.fhtSylvesterStageScheduleListExact_range_eq_partialUnscaledApply	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListExact_range_eq_partialUnscaledApply	19380
NumStability.fhtSylvesterStageScheduleListExact_range_succ	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListExact_range_succ	4768
NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget	4711
NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget_append	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget_append	4751
NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget_nonneg	4809
NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget_range_succ	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleListPropagatedErrorBudget_range_succ	4793
NumStability.fhtSylvesterStageScheduleModifiedStoredAddZeroRightPropagatedErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleModifiedStoredAddZeroRightPropagatedErrorBudget	4543
NumStability.fhtSylvesterStageScheduleModifiedStoredAddZeroRightPropagatedErrorBudget_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleModifiedStoredAddZeroRightPropagatedErrorBudget_apply_of_forall_not_mem	4641
NumStability.fhtSylvesterStageScheduleModifiedStoredMulOnePropagatedErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleModifiedStoredMulOnePropagatedErrorBudget	4552
NumStability.fhtSylvesterStageScheduleModifiedStoredMulOnePropagatedErrorBudget_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleModifiedStoredMulOnePropagatedErrorBudget_apply_of_forall_not_mem	4658
NumStability.fhtSylvesterStageScheduleModifiedStoredSubZeroRightPropagatedErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleModifiedStoredSubZeroRightPropagatedErrorBudget	4561
NumStability.fhtSylvesterStageScheduleModifiedStoredSubZeroRightPropagatedErrorBudget_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageScheduleModifiedStoredSubZeroRightPropagatedErrorBudget_apply_of_forall_not_mem	4675
NumStability.fhtSylvesterStageSchedulePropagatedErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageSchedulePropagatedErrorBudget	4512
NumStability.fhtSylvesterStageSchedulePropagatedErrorBudget_apply_of_forall_not_mem	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStageSchedulePropagatedErrorBudget_apply_of_forall_not_mem	4626
NumStability.fhtSylvesterStage_lower_partner_lt_of_mod_lt	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_lower_partner_lt_of_mod_lt	3868
NumStability.fhtSylvesterStage_lower_partner_testBit_eq_false_of_mod_ge	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_lower_partner_testBit_eq_false_of_mod_ge	3922
NumStability.fhtSylvesterStage_lower_partner_testBit_eq_of_ne_of_mod_ge	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_lower_partner_testBit_eq_of_ne_of_mod_ge	3992
NumStability.fhtSylvesterStage_testBit_eq_false_of_mod_lt	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_testBit_eq_false_of_mod_lt	3896
NumStability.fhtSylvesterStage_testBit_eq_true_of_mod_ge	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_testBit_eq_true_of_mod_ge	3904
NumStability.fhtSylvesterStage_upper_partner_mod_lt_of_mod_ge	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_upper_partner_mod_lt_of_mod_ge	3886
NumStability.fhtSylvesterStage_upper_partner_testBit_eq_of_ne_of_mod_lt	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_upper_partner_testBit_eq_of_ne_of_mod_lt	3981
NumStability.fhtSylvesterStage_upper_partner_testBit_eq_true_of_mod_lt	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_upper_partner_testBit_eq_true_of_mod_lt	3912
NumStability.fhtSylvesterStage_upper_value_le_of_mod_ge	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.fhtSylvesterStage_upper_value_le_of_mod_ge	3878
NumStability.finCardIndex	definition	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Algorithms.RandomizedLinearAlgebra.LowRankApproximation.RankFactorizations.Core	reusable	relocated	NumStability.finCardIndex	637
NumStability.finCardIndex_le	theorem	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Algorithms.RandomizedLinearAlgebra.LowRankApproximation.RankFactorizations.Core	reusable	relocated	NumStability.finCardIndex_le	642
NumStability.finCardIndex_rectRightGramBasisOrderedIndex	theorem	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Algorithms.RandomizedLinearAlgebra.LowRankApproximation.ColumnSketches.Core	reusable	relocated	NumStability.finCardIndex_rectRightGramBasisOrderedIndex	1563
NumStability.finSum_paddedLastZero_eq	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.finSum_paddedLastZero_eq	12110
NumStability.finiteFrobNormSq_sigmaRightResidualBlock	theorem	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Algorithms.RandomizedLinearAlgebra.LowRankApproximation.RankFactorizations.Core	reusable	relocated	NumStability.finiteFrobNormSq_sigmaRightResidualBlock	7525
NumStability.finiteLoewnerLe_leverageRightGramCongruence	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.ComputedBasis	reusable	relocated	NumStability.finiteLoewnerLe_leverageRightGramCongruence	247
NumStability.finiteLoewnerLe_neg_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_literal_supportRadius	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteLoewnerLe_neg_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_literal_supportRadius	856
NumStability.finiteLoewnerLe_neg_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteLoewnerLe_neg_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated	1453
NumStability.finiteLoewnerLe_neg_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated_sharp	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteLoewnerLe_neg_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated_sharp	1521
NumStability.finiteLoewnerLe_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_literal_supportRadius	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteLoewnerLe_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_literal_supportRadius	838
NumStability.finiteLoewnerLe_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteLoewnerLe_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated	1428
NumStability.finiteLoewnerLe_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated_sharp	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteLoewnerLe_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated_sharp	1478
NumStability.finiteLoewnerLe_rectSelfAdjointDilation_square_elementwiseSampleResidualIncrement_truncated	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteLoewnerLe_rectSelfAdjointDilation_square_elementwiseSampleResidualIncrement_truncated	1689
NumStability.finiteLoewnerLe_rightGramCongruence	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.finiteLoewnerLe_rightGramCongruence	2500
NumStability.finiteLoewnerLe_two_sided_add_general_of_frobNorm_le	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.finiteLoewnerLe_two_sided_add_general_of_frobNorm_le	2596
NumStability.finiteOpNorm2Le_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteOpNorm2Le_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated	1367
NumStability.finitePSD_rowOuterGramSample	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.finitePSD_rowOuterGramSample	689
NumStability.finitePSD_uniformRowOuterGramSample	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.Core	reusable	relocated	NumStability.finitePSD_uniformRowOuterGramSample	107
NumStability.finiteQuadraticForm_columnSketchGram_eq_sum_sq	theorem	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Algorithms.RandomizedLinearAlgebra.LowRankApproximation.ColumnSketches.Core	reusable	relocated	NumStability.finiteQuadraticForm_columnSketchGram_eq_sum_sq	4117
NumStability.finiteQuadraticForm_leverageRightGramCongruence	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.LeverageScore.ComputedBasis	reusable	relocated	NumStability.finiteQuadraticForm_leverageRightGramCongruence	198
NumStability.finiteQuadraticForm_rademacher_signed_matrix_sum_eq_sum	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.finiteQuadraticForm_rademacher_signed_matrix_sum_eq_sum	10576
NumStability.finiteQuadraticForm_rademacher_signed_matrix_sum_eq_sum_fintype	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.finiteQuadraticForm_rademacher_signed_matrix_sum_eq_sum_fintype	10595
NumStability.finiteQuadraticForm_rectRightGram_eq_sum_sq	theorem	public	NumStability.Algorithms.RandNLA.LowRankApprox	NumStability.Algorithms.RandomizedLinearAlgebra.LowRankApproximation.ColumnSketches.Core	reusable	relocated	NumStability.finiteQuadraticForm_rectRightGram_eq_sum_sq	561
NumStability.finiteQuadraticForm_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated_le	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteQuadraticForm_rectSelfAdjointDilation_elementwiseSampleResidualIncrement_truncated_le	1402
NumStability.finiteQuadraticForm_rectSelfAdjointDilation_elementwiseTraceResidual_eq_sum_sampleResidualIncrement	theorem	public	NumStability.Algorithms.RandNLA.ElementwiseSpectral	NumStability.Algorithms.RandomizedLinearAlgebra.Concentration.SpectralTransfer.Elementwise	reusable	relocated	NumStability.finiteQuadraticForm_rectSelfAdjointDilation_elementwiseTraceResidual_eq_sum_sampleResidualIncrement	4031
NumStability.finiteQuadraticForm_rightGramCongruence	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.finiteQuadraticForm_rightGramCongruence	2451
NumStability.finiteQuadraticForm_rowGram_eq_rowGram_rectMatMulVec_singleton	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.finiteQuadraticForm_rowGram_eq_rowGram_rectMatMulVec_singleton	14555
NumStability.finiteQuadraticForm_rowGram_eq_vecNorm2Sq_rectMatMulVec	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.finiteQuadraticForm_rowGram_eq_vecNorm2Sq_rectMatMulVec	14530
NumStability.finiteQuadraticForm_rowGram_preconditionRows_eq_rowGram_preconditionRows_rectMatMulVec_singleton	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.finiteQuadraticForm_rowGram_preconditionRows_eq_rowGram_preconditionRows_rectMatMulVec_singleton	14596
NumStability.finiteQuadraticForm_rowGram_preconditionRows_sub_rowGram_eq_rowGram_singleton_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.finiteQuadraticForm_rowGram_preconditionRows_sub_rowGram_eq_rowGram_singleton_error	14634
NumStability.finiteQuadraticForm_rowOuterGramSample_eq_sq_div	theorem	public	NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Gram	reusable	relocated	NumStability.finiteQuadraticForm_rowOuterGramSample_eq_sq_div	650
NumStability.finiteQuadraticForm_uniformRowOuterGramSample_eq	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.Core	reusable	relocated	NumStability.finiteQuadraticForm_uniformRowOuterGramSample_eq	61
NumStability.flBasisColumnProjectorEntryErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flBasisColumnProjectorEntryErrorBudget	22586
NumStability.flBasisColumnProjectorEntryErrorBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flBasisColumnProjectorEntryErrorBudget_nonneg	22594
NumStability.flComputedMatrixProductEntryErrorBudget	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flComputedMatrixProductEntryErrorBudget	21149
NumStability.flComputedMatrixProductEntryErrorBudget_nonneg	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.flComputedMatrixProductEntryErrorBudget_nonneg	21159
