module	path	base_blob_oid	current_tier	debt_flags	phase_scope	lane_id	wave_id	planned_actions	rationale
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability/Analysis/SemiconvergentBlockFormExists.lean	f157bd31c75f67608eb18ef5bc99f45392eaf010	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability/Analysis/SemiconvergentExistenceComplete.lean	cb090f20498f62e45dc5c8e615168fdca65c714e	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Analysis.SemiconvergentExistenceFull	NumStability/Analysis/SemiconvergentExistenceFull.lean	308e9076796bf943a2d75f47d3a34c8bd2997979	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Analysis.SemiconvergentExistenceGaps	NumStability/Analysis/SemiconvergentExistenceGaps.lean	4c462b3d8b4000f207e4f369e9d968d49ebcaaa6	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability/Analysis/SemiconvergentLimitGeneral.lean	fe72ac692b883bcb320b83ec59e6334873b5c7d9	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability/Analysis/SemiconvergentRealSpectrumComplete.lean	9402e256a3759d0aa4e0ad1955b6c46f54fc6362	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M01/R01 immutable delivery and reviewed integration.
NumStability.Analysis.SemiconvergentSpectral	NumStability/Analysis/SemiconvergentSpectral.lean	e88266f22b595f705766af19dafb30105717f424	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues	NumStability/Analysis/SingularValues.lean	712341c37d3983c50fb1b6fe92d593f61c99e39b	aggregate	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.Basic	NumStability/Analysis/SingularValues/Basic.lean	a8e8980486bbbba869008ec30bb2e1b4741f1a9e	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.InverseBounds	NumStability/Analysis/SingularValues/InverseBounds.lean	e6325f5bafe630b37be0d2100401499d514dbe07	aggregate	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.InverseBounds.All	NumStability/Analysis/SingularValues/InverseBounds/All.lean	4be5bd35ef6a82f7daf3eb667115b8190b17f4d5	aggregate	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.InverseBounds.Gram	NumStability/Analysis/SingularValues/InverseBounds/Gram.lean	a65f1c911aafb423e08cec78f4d70cdc83479c8c	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.InverseBounds.OperatorTwo	NumStability/Analysis/SingularValues/InverseBounds/OperatorTwo.lean	75e9c1ee936c1ad7de8d00b9df2fb4081d828832	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.InverseBounds.Rayleigh	NumStability/Analysis/SingularValues/InverseBounds/Rayleigh.lean	e34a5186b47ba6e304a32c3eea0e83fb304083cf	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.Realification	NumStability/Analysis/SingularValues/Realification.lean	2e5686ce68064e9cbaa8a0a0b242bff184888343	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SingularValues.WeylMirsky	NumStability/Analysis/SingularValues/WeylMirsky.lean	4f6cdc66e0d8d54eaf586572081914106a4a63b5	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SpijkerProjectionIntegral	NumStability/Analysis/SpijkerProjectionIntegral.lean	6bb8216505338afe2463674d52e151f4e7567e85	unclassified	unclassified_modules	in_scope	codex-lane	R07	classify;document;migrate;split	C0008 residual owner assigned exactly once to semantic successor wave R07 (matrix-functions-powers-ch18).
NumStability.Analysis.Stability	NumStability/Analysis/Stability.lean	2b37635e8db02aa8fe5dc65a60ee1bebd7700ff7	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.StatisticalRounding	NumStability/Analysis/StatisticalRounding.lean	b6e24a49be89a0f9b707bafa747458a26bb40223	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.Statistics.SampleVariance.All	NumStability/Analysis/Statistics/SampleVariance/All.lean	df5764ae2a368a96dcae30e9cfee76f6c78a429a	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.Statistics.SampleVariance.Core	NumStability/Analysis/Statistics/SampleVariance/Core.lean	93f81a19270068a87a70837dac4d0c237fe0682b	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.Statistics.SampleVariance.RoundingErrorBounds.Theorems	NumStability/Analysis/Statistics/SampleVariance/RoundingErrorBounds/Theorems.lean	92c381c079baca0e33a1f21930ce69f073cce3f9	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.Statistics.SampleVariance.TwoPass	NumStability/Analysis/Statistics/SampleVariance/TwoPass.lean	85e7f7bfc5afa143a422586ab7dba1e3225c177b	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.Statistics.SampleVariance.Updating	NumStability/Analysis/Statistics/SampleVariance/Updating.lean	e65b54eb67162a69434b90dd3a1fd32131e3abdd	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SubtractionFold	NumStability/Analysis/SubtractionFold.lean	ac18b0673d50b06fe928e206bfdd1e590f9ca042	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.Summation	NumStability/Analysis/Summation.lean	9be34f7498569021286d47919acfa5c8d44371d2	aggregate	-	already_complete	-	-	-	-
NumStability.Analysis.Summation.ErrorBounds	NumStability/Analysis/Summation/ErrorBounds.lean	456dc661b1d11d65b79417abf7823fc0ab4faf25	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.Summation.Signs	NumStability/Analysis/Summation/Signs.lean	d7d0e6a835a7d078bd3bac164ca222d311fb4b7d	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.SylvesterSchurExistence	NumStability/Analysis/SylvesterSchurExistence.lean	e18d50abdba0ebaf481b0c1e4a3acbb8cc961d09	unclassified	unclassified_modules	in_scope	codex-lane	R06	classify;document;migrate;split	C0008 residual owner assigned exactly once to semantic successor wave R06 (schur-sylvester-pivoting-ch09-ch11-ch16).
NumStability.Analysis.TestMatrices.Cauchy.Basic	NumStability/Analysis/TestMatrices/Cauchy/Basic.lean	1adfaca5b440a85759b8b59a769b170bd4d94ad8	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Cauchy.Cauchy	NumStability/Analysis/TestMatrices/Cauchy/Cauchy.lean	62591aca083cb6782bfd6d74c518e14ee8997a70	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Cauchy.Contracts	NumStability/Analysis/TestMatrices/Cauchy/Contracts.lean	fe86b086d16ec80eddb4a53b2e2298731d344b30	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Companion.Basic	NumStability/Analysis/TestMatrices/Companion/Basic.lean	d4b443b5bda9d1d1de47b1a55e385915bf54f7f6	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Companion.Companion	NumStability/Analysis/TestMatrices/Companion/Companion.lean	ad09cec79b97318ef08ca057891f4f6e7e588582	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	NumStability/Analysis/TestMatrices/Companion/CompanionSpectral.lean	5d688fd7c398f496c793f36a94b773046b163440	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Companion.Contracts	NumStability/Analysis/TestMatrices/Companion/Contracts.lean	9915cd0f77601b37ff26d96923f632f645604748	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Gaussian.GaussianDirection	NumStability/Analysis/TestMatrices/Gaussian/GaussianDirection.lean	bffaa4afd03c7a70eccf175f1f7c81845c7f2435	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	NumStability/Analysis/TestMatrices/Gaussian/GaussianOrthogonal.lean	e90066bc927b84ea62b5e491799f78d7a965ca62	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Hilbert.Asymptotics	NumStability/Analysis/TestMatrices/Hilbert/Asymptotics.lean	cf5ef569abdb864598b6ee416eebe044c1fd202a	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Hilbert.Basic	NumStability/Analysis/TestMatrices/Hilbert/Basic.lean	fda6f1a11713b66c1826a843a1b7d2bb28f3ca6f	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Hilbert.Exact	NumStability/Analysis/TestMatrices/Hilbert/Exact.lean	29c632b0d5af5a04160afddca4ae11d09717acbb	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Hilbert.HilbertAsymptotic	NumStability/Analysis/TestMatrices/Hilbert/HilbertAsymptotic.lean	27a4d0dec574bdfef1a87107ae62bdfd44f84feb	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Hilbert.ShiftedHilbert	NumStability/Analysis/TestMatrices/Hilbert/ShiftedHilbert.lean	1ba35bf260d0c6cdd6e44791059decfbd893a699	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Orthogonal.Basic	NumStability/Analysis/TestMatrices/Orthogonal/Basic.lean	e8e924085373a8d356dc0247b99293c9c59af535	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalCoordinates	NumStability/Analysis/TestMatrices/Orthogonal/OrthogonalCoordinates.lean	ce552163ccb82bd16e5994cbbbd11ad0a589bb83	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalFibers	NumStability/Analysis/TestMatrices/Orthogonal/OrthogonalFibers.lean	fb0d5fcf0e0b0118cf5d8bd07b20b17a5febf864	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalHaar	NumStability/Analysis/TestMatrices/Orthogonal/OrthogonalHaar.lean	bde89f2e0036802fa3817b6928ea15d20e593ba5	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Orthogonal.OrthogonalSphere	NumStability/Analysis/TestMatrices/Orthogonal/OrthogonalSphere.lean	1bae16fbc8c3941465441ab704b20a4c99241984	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.Basic	NumStability/Analysis/TestMatrices/Pascal/Basic.lean	d80acf466ebee26056c5e7aeb4ff39267f8c35a7	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.Contracts	NumStability/Analysis/TestMatrices/Pascal/Contracts.lean	77c1a30ac7f5cc821f8f82fce83003eda31d4759	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.Exact	NumStability/Analysis/TestMatrices/Pascal/Exact.lean	af1f0eb5713b8f2ce003da96c7bd058f004b00c7	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.PascalDualFlag	NumStability/Analysis/TestMatrices/Pascal/PascalDualFlag.lean	912f07cdd7949a50c358c5acee86f09649d018f9	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.PascalOscillation	NumStability/Analysis/TestMatrices/Pascal/PascalOscillation.lean	b856460bbda78e8b9d30dbfa4d4b15b7c347f14b	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.PascalOscillationCore	NumStability/Analysis/TestMatrices/Pascal/PascalOscillationCore.lean	235889c5ca31bcb140d4d3ed4906ca26e4c1cd96	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.PascalSpectral	NumStability/Analysis/TestMatrices/Pascal/PascalSpectral.lean	3a74b7c1e7fcd9e4ea15086e01d33edcbb63cc31	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Pascal.PascalTotalPositivity	NumStability/Analysis/TestMatrices/Pascal/PascalTotalPositivity.lean	3849206174d908c4d188b47530a1c92036af5db8	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.RandomSVD.Basic	NumStability/Analysis/TestMatrices/RandomSVD/Basic.lean	ab3be761bec18c01a7da4f58ba98df27c5730657	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.RandomSVD.Stewart	NumStability/Analysis/TestMatrices/RandomSVD/Stewart.lean	0b50f6d2c6dc67276f8bbd2a26add3b4fc4856c4	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.RandomSVD.StewartHaar	NumStability/Analysis/TestMatrices/RandomSVD/StewartHaar.lean	e44ca1b7fa338a45a0fae9f6a6a018b0cf985fe6	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.RandomSVD.StewartRecursion	NumStability/Analysis/TestMatrices/RandomSVD/StewartRecursion.lean	fdb0f3e931626279d75847b5c562e158ff4ed559	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.RealGinibre.GinibreRoots	NumStability/Analysis/TestMatrices/RealGinibre/GinibreRoots.lean	5750ad40fa072e2bf777e44f152f3abd9cfb2868	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Toeplitz.Basic	NumStability/Analysis/TestMatrices/Toeplitz/Basic.lean	77147ed812af2dfaef68072615af4e15e766f681	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TestMatrices.Toeplitz.Contracts	NumStability/Analysis/TestMatrices/Toeplitz/Contracts.lean	1b2e90b9c8a7a44749aa38cfe795e78c0bb99d02	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TieRules	NumStability/Analysis/TieRules.lean	964489ed0be6fb4b9d5c489c3859d58fd4c2de16	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.TrigCancellation	NumStability/Analysis/TrigCancellation.lean	cc201ef24b3d499e3d68cf0ff36f8ac05f3111a5	compatibility	-	already_complete	-	-	-	-
NumStability.Analysis.VectorNorms	NumStability/Analysis/VectorNorms.lean	0840a728fbefbd7dfb37628af023e174a3a1be9c	aggregate	-	already_complete	-	-	-	-
NumStability.Analysis.VectorNorms.Attainment	NumStability/Analysis/VectorNorms/Attainment.lean	70bf3d2f99afe92797e1cd586788d77dbc72b08a	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.VectorNorms.Basic	NumStability/Analysis/VectorNorms/Basic.lean	7a9747992b5b2cd390e4c36a62e7efd7262dab08	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.VectorNorms.Duality	NumStability/Analysis/VectorNorms/Duality.lean	5826cf345e99a8925ead662038d053be43e3a257	reusable	-	already_complete	-	-	-	-
NumStability.Analysis.VectorNorms.Interpolation	NumStability/Analysis/VectorNorms/Interpolation.lean	3ab5b4ff89f356f988e4c7919045d40a0dc8124d	reusable	-	already_complete	-	-	-	-
NumStability.Core	NumStability/Core.lean	bd9d40c083c3c96a98c725f0d3b7423a61e934b7	aggregate	-	already_complete	-	-	-	-
NumStability.FloatingPoint	NumStability/FloatingPoint.lean	5601ecd6c9ab618d81a9b56df7562e206247d45e	aggregate	-	already_complete	-	-	-	-
NumStability.FloatingPoint.FusedMultiplyAdd.All	NumStability/FloatingPoint/FusedMultiplyAdd/All.lean	e573e81ed0efc9590ad0fea4be6c4e538f1ee7cd	reusable	-	already_complete	-	-	-	-
NumStability.FloatingPoint.FusedMultiplyAdd.Core	NumStability/FloatingPoint/FusedMultiplyAdd/Core.lean	5fbf7ea8f250da448c5508eb486be34732e43e48	reusable	-	already_complete	-	-	-	-
NumStability.FloatingPoint.FusedMultiplyAdd.DotProductCounts	NumStability/FloatingPoint/FusedMultiplyAdd/DotProductCounts.lean	a22a9241eabf7d8de904e0f6780198b1a814d8e4	reusable	-	already_complete	-	-	-	-
NumStability.FloatingPoint.IEEE	NumStability/FloatingPoint/IEEE.lean	4bc46d81508e440e6cdfba58e70db6c7c24fc64e	aggregate	-	already_complete	-	-	-	-
NumStability.FloatingPoint.IEEE.NaiveMaximum	NumStability/FloatingPoint/IEEE/NaiveMaximum.lean	09a97d6b669d14d710095b662dd8760a5144f0aa	reusable	-	already_complete	-	-	-	-
NumStability.FloatingPoint.Model	NumStability/FloatingPoint/Model.lean	00329943f3ff2fbef6967bcb8307b8e7c8670f08	reusable	-	already_complete	-	-	-	-
NumStability.FloatingPoint.OperationLaws	NumStability/FloatingPoint/OperationLaws.lean	be5d06a24b9d7de81e98690fe1aed100ab09046e	reusable	-	already_complete	-	-	-	-
NumStability.Higham	NumStability/Higham.lean	bb3a0402cdd74e0d24e9c837e4662f2a377282cb	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter02.Problem04	NumStability/Higham/Chapter02/Problem04.lean	1bda6b8f66e8100a88bbb1b9de30bb864aae3a90	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter02.Problem07	NumStability/Higham/Chapter02/Problem07.lean	a6148c609bf3f1d74f065ca154029228232a7d1a	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter02.Problem22	NumStability/Higham/Chapter02/Problem22.lean	bbfc73bdaf5d0475dca9ec0da42b5b9431b6aefa	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter08.Lemma8_8Discrepancy	NumStability/Higham/Chapter08/Lemma8_8Discrepancy.lean	0d43e0b13bae1e5a23638ea9e5b0bc30d87620c4	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter10.Theorem10_7	NumStability/Higham/Chapter10/Theorem10_7.lean	a4740df4cd5f76fb5b820612b89ca8e54c4abc52	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter11.Theorem11_7Capstone	NumStability/Higham/Chapter11/Theorem11_7Capstone.lean	c55dcdffe5a5db300fe413f30026713ab918d21a	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter13.Table13_1	NumStability/Higham/Chapter13/Table13_1.lean	db21f49a2fb9ebb561500c2d7eb02c4d4d301add	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter14.Discrepancies	NumStability/Higham/Chapter14/Discrepancies.lean	7ae7452c0bf4454b337041179000ebb68b7aed9e	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.Chapter20.SourceAliases	NumStability/Higham/Chapter20/SourceAliases.lean	a33b9b22568f7c5f5c66c06272044a470621d300	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.CrossChapter.Chapter02To03NoGuardDot	NumStability/Higham/CrossChapter/Chapter02To03NoGuardDot.lean	e56cb4f4d11c2e247460e8dea07ec0a7dad34ceb	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.CrossChapter.Chapter07To15PracticalBound	NumStability/Higham/CrossChapter/Chapter07To15PracticalBound.lean	34b87c1771c35bfc85403989759afa5d6a1291e8	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.CrossChapter.Chapter09To12GenericSolver	NumStability/Higham/CrossChapter/Chapter09To12GenericSolver.lean	a64962c605027a0129817a095c6e524bae25bdac	compatibility	-	already_complete	-	-	-	-
NumStability.Higham.CrossChapter.Chapter09To12Solver	NumStability/Higham/CrossChapter/Chapter09To12Solver.lean	f365e22ff666a7a6a178010f9c3d5f66ca3536b5	compatibility	-	already_complete	-	-	-	-
NumStability.Source	NumStability/Source.lean	600fb077444c91f5abe879b728e5169497c3895d	aggregate	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm01.ElementwiseSampling.HitCountConcentration	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm01/ElementwiseSampling/HitCountConcentration.lean	526a6b26051e4dfe7e23fc3230ef1b9c38b1dc3a	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm01.ElementwiseSampling.Sampling	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm01/ElementwiseSampling/Sampling.lean	1ed22610342371781570d44046a18b344ea8b609	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm01.ElementwiseSampling.TraceMGF	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm01/ElementwiseSampling/TraceMGF.lean	799f97dc26122775da29c7a3e4d8259dc34c9161	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm02.RowSampling.Endpoints	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm02/RowSampling/Endpoints.lean	6fb86c7687b2b3a78a0f891090c1e936c32d41df	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.FloatingPoint	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm03/RandomProjectionPreconditioning/FloatingPoint.lean	90e97bcd1c17ae3065e3b82eeddee04dcce84b2b	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.Preconditioning	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm03/RandomProjectionPreconditioning/Preconditioning.lean	481ed69a4bb172fb0918f48522679442f4f04eca	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.UniformRowComposition	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm03/RandomProjectionPreconditioning/UniformRowComposition.lean	3f16cddc398ef180bc530bfb7cb6490e1447547a	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.UniformRows	NumStability/Source/DrineasMahoney/RandNLA2016/Algorithm03/RandomProjectionPreconditioning/UniformRows.lean	c89a67abdd734de1b3579b5c64d29c7983f122ab	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation02.SpectralApproximation.ElementwiseSpectral	NumStability/Source/DrineasMahoney/RandNLA2016/Equation02/SpectralApproximation/ElementwiseSpectral.lean	26c46a8acbd771866c81db7b432462b68e7f6581	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation04.RowSamplingProbability.Normalization	NumStability/Source/DrineasMahoney/RandNLA2016/Equation04/RowSamplingProbability/Normalization.lean	aaa1b1c0da2dae3beae7dbc8597e5197ea155ff5	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.Bounds	NumStability/Source/DrineasMahoney/RandNLA2016/Equation05/GramApproximation/Bounds.lean	425d98407c9a0c8eb130ec90c517a6f2709968d0	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation06.LeverageProbability.Normalization	NumStability/Source/DrineasMahoney/RandNLA2016/Equation06/LeverageProbability/Normalization.lean	729999d97f40a179b1664f2f97e37171ac7fe358	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.ComputedBasis	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/ComputedBasis.lean	396f662b0fd3982968e75c916b892a60b4819a35	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.Leverage	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/Leverage.lean	de03ecb7d9c6c11bd8df7da52cda9caf3f96342c	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.LeverageTraceMGF	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/LeverageTraceMGF.lean	dc45882aee8eaba78b6177e4e34be6f9bf990bbb	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.RowNormTraceMGF	NumStability/Source/DrineasMahoney/RandNLA2016/Equation07/SubspaceEmbedding/RowNormTraceMGF.lean	40b8cc76d011b67238cb8651ea200544dbe581eb	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation08.LeastSquaresSketch.Endpoints	NumStability/Source/DrineasMahoney/RandNLA2016/Equation08/LeastSquaresSketch/Endpoints.lean	3a2d5b2ffd7461f49ee9a88d43853bbd443ffd3c	source	-	already_complete	-	-	-	-
NumStability.Source.DrineasMahoney.RandNLA2016.Equation09.LowRankApproximation.Endpoints	NumStability/Source/DrineasMahoney/RandNLA2016/Equation09/LowRankApproximation/Endpoints.lean	451dbe1bd51c589e91058b8211f0d95bce8ae22b	source	-	already_complete	-	-	-	-
NumStability.Source.Higham	NumStability/Source/Higham.lean	4da98a27b5ccbec5b9cd4b898045b377876735ae	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01	NumStability/Source/Higham/Chapter01.lean	c6165dd1779cdad3e548a984622c418d7c1eca8b	aggregate	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.FloatingPointArithmetic.CancellationOfRoundingErrors	NumStability/Source/Higham/Chapter01/FloatingPointArithmetic/CancellationOfRoundingErrors.lean	7b663ac5d54f29d60a100b66360654b1d8b14bac	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.FloatingPointArithmetic.IncreasingPrecision	NumStability/Source/Higham/Chapter01/FloatingPointArithmetic/IncreasingPrecision.lean	00374a7274bfd8e34a1195e993f1ebff305f2c97	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.FloatingPointArithmetic.InstabilityWithoutCancellation	NumStability/Source/Higham/Chapter01/FloatingPointArithmetic/InstabilityWithoutCancellation.lean	f753b42f2b7f46b790637a96926eaa67f68cb24a	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem01.RelativeError.All	NumStability/Source/Higham/Chapter01/Problem01/RelativeError/All.lean	35533a6dc052491e18db53b06aa119dfc6377ce4	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem01.RelativeError.Bounds	NumStability/Source/Higham/Chapter01/Problem01/RelativeError/Bounds.lean	76c226f5ffcbdabd7232c46d2f51a13ada3b9050	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem02.NearIntegerTable.Basic	NumStability/Source/Higham/Chapter01/Problem02/NearIntegerTable/Basic.lean	2ad32ab4425f044688e14ff8dd5862dcbbd768a6	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem03.CancellationRewrites.Algebra	NumStability/Source/Higham/Chapter01/Problem03/CancellationRewrites/Algebra.lean	23621c530e3954de3673b4fecb70c7edb2b58b4f	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem03.CancellationRewrites.All	NumStability/Source/Higham/Chapter01/Problem03/CancellationRewrites/All.lean	64b03d283e6828892765cdfd5351ac3de8807e17	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem05.CompensatedLogarithm.Basic	NumStability/Source/Higham/Chapter01/Problem05/CompensatedLogarithm/Basic.lean	d585ec06829e99bfbb96b412f7765e33ccd23ed5	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem06.CalculatorWords.Basic	NumStability/Source/Higham/Chapter01/Problem06/CalculatorWords/Basic.lean	18fca09bb9a684134b658b4d6bb5fd9532b11555	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem07.SampleVarianceConditioning.All	NumStability/Source/Higham/Chapter01/Problem07/SampleVarianceConditioning/All.lean	3de1bdd8e98fe109251cd22b5d6e10fe46c1ca2b	source	-	already_complete	-	-	-	-
NumStability.Source.Higham.Chapter01.Problem07.SampleVarianceConditioning.ConditionNumbers	NumStability/Source/Higham/Chapter01/Problem07/SampleVarianceConditioning/ConditionNumbers.lean	433ed5c6636c0a11328d1d570e142aaa5e945114	source	-	already_complete	-	-	-	-
