baseline_owner_module	baseline_declaration_name	visibility	kind	destination_module	expected_candidate_name	retention_action	expected_status
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.semiconvergent_block_form_exists_of_convergence_real_spectrum	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.semiconvergent_block_form_exists_of_convergence_real_spectrum	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.toMatrix_orthogonalChangeOfBasis	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.toMatrix_orthogonalChangeOfBasis	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation08	NumStability.summable_infNorm_matPow	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation08.GeometricSummability	NumStability.summable_infNorm_matPow	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation08	NumStability.tsum_infNorm_matPow_le	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation08.GeometricSummability	NumStability.tsum_infNorm_matPow_le	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.CAValues	public	definition	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.CAValues	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.CAValues_nonempty_of_entry_lower_bound	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.CAValues_nonempty_of_entry_lower_bound	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.cALiteral	public	definition	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.cALiteral	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.cALiteral_mem	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.cALiteral_mem	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.cALiteral_nonneg	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.cALiteral_nonneg	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.isClosed_CAValues	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.isClosed_CAValues	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.matPow_entry_mul_sum_le_geometric	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.matPow_entry_mul_sum_le_geometric	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.partialSumBound_cALiteral	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.partialSumBound_cALiteral	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.partialSumBound_of_stationarySeriesEntry_le	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.partialSumBound_of_stationarySeriesEntry_le	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.stationarySeriesEntry	public	definition	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.stationarySeriesEntry	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.stationarySeriesEntry_le	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.stationarySeriesEntry_le	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.stationarySeriesEntry_nonneg	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.stationarySeriesEntry_nonneg	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation12	NumStability.summable_matPow_entry_mul	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation12.AttainedPartialSumBound	NumStability.summable_matPow_entry_mul	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation15	NumStability.literal_norm_form_forward_bound	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation15.UniformForwardBound	NumStability.literal_norm_form_forward_bound	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation16	NumStability.literal_norm_form_jacobi_forward_bound	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation16.JacobiForwardBound	NumStability.literal_norm_form_jacobi_forward_bound	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation17	NumStability.literal_norm_form_gaussSeidel_forward_bound	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation17.SORForwardBound	NumStability.literal_norm_form_gaussSeidel_forward_bound	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation17	NumStability.literal_norm_form_sor_forward_bound	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation17.SORForwardBound	NumStability.literal_norm_form_sor_forward_bound	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.bddAbove_residualSigmaValues	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.bddAbove_residualSigmaValues	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.finiteResidualSigmaMatrix_le_residualSigmaMatrix	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.finiteResidualSigmaMatrix_le_residualSigmaMatrix	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.finiteResidualSigmaMatrix_nonneg	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.finiteResidualSigmaMatrix_nonneg	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.finiteResidualSigma_le_infNorm_residualSigmaMatrix	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.finiteResidualSigma_le_infNorm_residualSigmaMatrix	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.infNorm_residualSigmaMatrix_eq_residualSigmaSup	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.infNorm_residualSigmaMatrix_eq_residualSigmaSup	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.infNorm_residualSigmaMatrix_le_residualSigmaSup	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.infNorm_residualSigmaMatrix_le_residualSigmaSup	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residualSigmaEntry	public	definition	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residualSigmaEntry	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residualSigmaEntry_nonneg	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residualSigmaEntry_nonneg	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residualSigmaMatrix	public	definition	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residualSigmaMatrix	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residualSigmaSup_le_infNorm_residualSigmaMatrix	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residualSigmaSup_le_infNorm_residualSigmaMatrix	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residualSigmaTsum_eq_infNorm_residualSigmaMatrix	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residualSigmaTsum_eq_infNorm_residualSigmaMatrix	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residualSigmaTsum_eq_residualSigmaSup	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residualSigmaTsum_eq_residualSigmaSup	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residualSigmaTsum_le_diagonalizable_max_bound_of_infNorm_bound	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residualSigmaTsum_le_diagonalizable_max_bound_of_infNorm_bound	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.residual_entry_abs_le_geometric	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.residual_entry_abs_le_geometric	public_name_preserved	present_exactly_once
NumStability.Source.Higham.Chapter17.Equation20	NumStability.summable_residualSigmaEntry	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation20.ResidualSigmaEnvelope	NumStability.summable_residualSigmaEntry	public_name_preserved	present_exactly_once
